sqfeet,beds,baths,cats_allowed,dogs_allowed,smoking_allowed,wheelchair_access,electric_vehicle_charge,comes_furnished,lat,long,type_apartment,type_condo,type_cottage/cabin,type_duplex,type_flat,type_house,type_in-law,type_loft,type_manufactured,type_townhouse
2274,2,2.5,1,1,1,1,1,0,42.2539,-71.4583,0,0,0,0,0,1,0,0,0,0
1216,3,2.0,1,1,1,0,0,0,37.6223,-97.3136,0,0,0,0,0,0,0,0,1,0
1420,3,2.0,0,1,0,0,0,0,33.3816,-111.874,0,0,0,0,0,1,0,0,0,0
1456,3,2.5,0,0,1,0,0,0,35.3612,-119.06,0,0,0,0,0,0,0,0,0,1
1435,2,2.0,1,1,0,0,0,0,40.7155,-75.2402,1,0,0,0,0,0,0,0,0,0
748,1,1.0,0,0,1,0,0,0,36.7352,-76.2384,1,0,0,0,0,0,0,0,0,0
1115,3,2.0,1,1,1,0,0,0,42.5249,-96.5074,1,0,0,0,0,0,0,0,0,0
1557,2,2.0,1,1,1,0,0,0,40.5677,-74.558,1,0,0,0,0,0,0,0,0,0
895,2,2.0,1,1,1,1,0,0,47.1239,-119.273,1,0,0,0,0,0,0,0,0,0
2001,4,2.5,0,0,0,0,0,0,44.4513,-73.1796,0,0,0,0,0,1,0,0,0,0
600,2,1.0,0,0,0,0,0,0,42.4638,-123.346,1,0,0,0,0,0,0,0,0,0
729,1,1.0,1,1,0,1,0,1,39.1077,-76.872,1,0,0,0,0,0,0,0,0,0
717,2,1.0,1,1,0,0,0,0,43.7761,-88.4473,1,0,0,0,0,0,0,0,0,0
762,1,1.0,1,1,1,0,0,0,39.4219,-77.4331,1,0,0,0,0,0,0,0,0,0
1467,3,2.0,0,0,1,0,0,0,35.0552,-80.8195,1,0,0,0,0,0,0,0,0,0
735,1,1.0,1,1,1,1,0,0,40.8094,-74.1245,1,0,0,0,0,0,0,0,0,0
900,2,2.0,0,0,1,0,0,0,30.4213,-91.0516,1,0,0,0,0,0,0,0,0,0
675,1,1.0,0,0,1,0,0,0,34.1032,-118.337,1,0,0,0,0,0,0,0,0,0
1023,2,2.0,1,1,1,0,0,0,42.3042,-83.7068,1,0,0,0,0,0,0,0,0,0
1238,3,2.0,1,1,1,0,0,0,33.9761,-83.364,1,0,0,0,0,0,0,0,0,0
960,2,1.5,0,0,0,0,0,1,34.5282,-82.802,0,0,0,0,0,0,0,0,0,1
1267,3,2.0,0,1,1,1,0,0,35.0583,-79.008,0,0,0,0,0,1,0,0,0,0
449,0,1.0,1,1,0,1,0,0,35.0853,-106.658,1,0,0,0,0,0,0,0,0,0
1110,2,2.0,1,1,1,0,0,0,40.6998,-75.4874,1,0,0,0,0,0,0,0,0,0
916,2,1.0,0,0,1,0,0,0,29.2135,-81.0544,1,0,0,0,0,0,0,0,0,0
1862,3,2.5,1,1,1,0,0,0,44.0496,-92.4896,1,0,0,0,0,0,0,0,0,0
1254,2,2.0,1,1,0,1,0,0,32.5161,-84.9785,1,0,0,0,0,0,0,0,0,0
1000,2,2.0,1,1,1,0,0,0,36.0193,-95.9043,1,0,0,0,0,0,0,0,0,0
1125,2,2.0,1,1,1,0,0,0,30.3764,-97.7078,1,0,0,0,0,0,0,0,0,0
1125,3,2.0,1,1,1,0,0,0,35.1314,-106.604,1,0,0,0,0,0,0,0,0,0
576,1,1.0,1,1,0,0,0,0,43.0148,-85.7776,1,0,0,0,0,0,0,0,0,0
1500,3,2.0,1,1,1,0,0,0,42.7851,-83.7294,1,0,0,0,0,0,0,0,0,0
1150,2,2.0,1,1,1,0,0,0,42.3006,-85.6585,1,0,0,0,0,0,0,0,0,0
1000,2,2.5,1,1,1,0,0,0,30.3901,-89.0756,1,0,0,0,0,0,0,0,0,0
915,2,1.0,1,1,1,0,0,0,37.9744,-87.4742,1,0,0,0,0,0,0,0,0,0
532,1,1.0,1,1,1,0,0,0,36.0671,-80.3025,1,0,0,0,0,0,0,0,0,0
1170,2,2.0,1,1,1,1,0,0,36.0245,-79.8223,1,0,0,0,0,0,0,0,0,0
989,2,2.0,1,1,1,0,0,1,29.8754,-97.9404,1,0,0,0,0,0,0,0,0,0
963,2,1.0,1,1,0,0,0,0,38.4797,-121.444,1,0,0,0,0,0,0,0,0,0
1082,2,1.0,1,1,1,0,0,0,30.3985,-89.0013,1,0,0,0,0,0,0,0,0,0
1174,2,2.0,1,1,0,1,0,0,37.0831,-113.558,1,0,0,0,0,0,0,0,0,0
796,1,1.0,1,1,0,0,0,0,29.9531,-90.072,1,0,0,0,0,0,0,0,0,0
1413,3,2.0,0,0,1,0,0,0,30.2043,-81.7507,1,0,0,0,0,0,0,0,0,0
709,1,1.0,1,1,1,0,0,0,33.0185,-80.1757,1,0,0,0,0,0,0,0,0,0
700,1,1.0,1,1,1,0,0,0,38.1381,-85.6953,1,0,0,0,0,0,0,0,0,0
750,0,1.0,0,0,1,0,0,0,39.9662,-75.1639,1,0,0,0,0,0,0,0,0,0
830,1,1.0,1,1,1,1,1,0,41.8917,-87.6283,1,0,0,0,0,0,0,0,0,0
1100,2,3.0,1,1,1,0,0,0,42.8802,-85.5352,1,0,0,0,0,0,0,0,0,0
2100,6,2.0,0,0,1,0,0,0,43.0653,-89.4043,0,0,0,0,0,1,0,0,0,0
777,2,1.0,1,1,1,0,0,0,39.8077,-85.7788,1,0,0,0,0,0,0,0,0,0
700,1,1.0,1,1,1,0,0,0,39.9566,-75.166,1,0,0,0,0,0,0,0,0,0
3536,4,4.0,0,0,1,0,0,0,38.2995,-77.4772,0,0,0,0,0,1,0,0,0,0
500,2,1.0,0,0,1,0,0,0,41.7159,-83.6048,1,0,0,0,0,0,0,0,0,0
800,1,1.0,0,0,1,0,0,0,40.7071,-73.9097,1,0,0,0,0,0,0,0,0,0
1440,3,2.0,1,1,1,0,0,0,38.2688,-77.5476,0,0,0,0,0,1,0,0,0,0
1215,3,2.5,0,0,1,0,0,0,39.1989,-76.6225,1,0,0,0,0,0,0,0,0,0
990,2,2.0,1,1,1,0,0,0,29.849,-97.9493,1,0,0,0,0,0,0,0,0,0
480,1,1.0,1,1,1,0,0,0,30.6327,-96.3662,1,0,0,0,0,0,0,0,0,0
750,1,1.0,0,0,0,0,0,1,,,0,0,1,0,0,0,0,0,0,0
550,1,1.0,1,1,0,0,0,0,37.2732,-76.7324,1,0,0,0,0,0,0,0,0,0
940,2,2.0,1,1,0,0,0,0,30.1603,-92.0411,1,0,0,0,0,0,0,0,0,0
780,2,1.0,1,1,0,0,0,0,44.9949,-93.3602,1,0,0,0,0,0,0,0,0,0
696,1,1.0,1,1,1,0,0,1,40.6403,-116.954,1,0,0,0,0,0,0,0,0,0
700,1,1.0,1,1,1,0,0,0,34.7666,-92.2629,1,0,0,0,0,0,0,0,0,0
1200,3,1.5,1,1,1,0,0,0,37.2412,-79.981,1,0,0,0,0,0,0,0,0,0
1156,3,2.0,1,1,1,0,0,0,33.3942,-86.8025,1,0,0,0,0,0,0,0,0,0
2831,3,3.0,1,1,0,0,0,0,45.5238,-122.713,1,0,0,0,0,0,0,0,0,0
1318,3,2.0,1,1,1,0,0,0,32.0582,-102.089,1,0,0,0,0,0,0,0,0,0
656,1,1.0,0,0,1,0,0,0,40.5406,-105.07,1,0,0,0,0,0,0,0,0,0
1075,2,2.0,1,1,1,0,0,0,38.2697,-85.7002,1,0,0,0,0,0,0,0,0,0
1222,3,2.0,1,1,1,0,0,0,35.7007,-88.8479,1,0,0,0,0,0,0,0,0,0
750,1,1.0,1,1,1,0,0,0,39.2839,-84.4744,1,0,0,0,0,0,0,0,0,0
925,2,1.0,1,1,0,0,0,0,30.651,-96.3336,1,0,0,0,0,0,0,0,0,0
895,1,1.0,1,1,0,0,0,0,37.0721,-94.4716,1,0,0,0,0,0,0,0,0,0
1360,3,2.0,1,1,0,0,0,0,37.3646,-79.2057,1,0,0,0,0,0,0,0,0,0
946,1,1.0,1,1,1,0,0,0,29.3097,-94.7758,1,0,0,0,0,0,0,0,0,0
850,2,1.0,1,1,1,1,0,0,61.2127,-149.887,1,0,0,0,0,0,0,0,0,0
1200,3,2.0,1,1,0,0,0,0,36.9745,-86.4199,1,0,0,0,0,0,0,0,0,0
2016,5,2.0,0,0,1,0,0,0,44.9859,-93.2365,0,0,0,1,0,0,0,0,0,0
1523,3,2.0,1,1,1,0,0,0,26.3771,-81.7334,0,1,0,0,0,0,0,0,0,0
1120,2,1.5,1,1,0,0,0,0,40.0436,-88.2592,0,0,0,0,0,0,0,0,0,1
1278,2,2.0,1,1,1,0,0,0,30.4089,-91.0842,1,0,0,0,0,0,0,0,0,0
2400,5,3.0,0,0,0,0,0,1,38.9129,-104.773,1,0,0,0,0,0,0,0,0,0
1061,2,2.0,1,1,1,0,0,0,28.0307,-82.3775,1,0,0,0,0,0,0,0,0,0
900,1,1.0,1,1,1,0,0,0,37.6215,-77.5225,1,0,0,0,0,0,0,0,0,0
900,1,1.0,1,1,0,0,0,0,36.1504,-94.1478,0,1,0,0,0,0,0,0,0,0
860,2,1.0,0,0,1,0,0,0,39.687,-104.822,1,0,0,0,0,0,0,0,0,0
1500,2,1.5,0,0,0,0,0,0,40.4831,-88.9853,1,0,0,0,0,0,0,0,0,0
700,2,2.0,1,1,1,0,0,0,21.3117,-157.83,1,0,0,0,0,0,0,0,0,0
780,2,1.0,1,1,0,1,0,0,43.1968,-86.2682,1,0,0,0,0,0,0,0,0,0
950,2,1.0,0,0,1,0,0,0,44.8191,-93.2057,1,0,0,0,0,0,0,0,0,0
745,1,1.0,0,0,1,0,0,0,38.5943,-90.2309,1,0,0,0,0,0,0,0,0,0
700,1,1.0,1,1,0,0,0,0,32.4066,-88.701,1,0,0,0,0,0,0,0,0,0
1041,2,2.0,1,1,0,1,0,0,45.7846,-122.693,1,0,0,0,0,0,0,0,0,0
1299,2,2.0,1,1,0,0,0,0,33.5412,-82.1398,1,0,0,0,0,0,0,0,0,0
650,1,1.0,1,0,1,0,0,0,43.0468,-87.8993,1,0,0,0,0,0,0,0,0,0
760,1,1.0,1,1,0,1,0,0,30.2098,-81.5526,1,0,0,0,0,0,0,0,0,0
800,2,1.0,1,1,1,0,0,0,35.5808,-82.6078,1,0,0,0,0,0,0,0,0,0
1500,3,2.0,1,1,1,1,1,1,39.8032,-121.867,0,0,0,0,0,1,0,0,0,0
800,1,1.0,1,1,1,0,0,0,42.8441,-78.8182,0,0,0,0,0,1,0,0,0,0
796,2,1.0,1,1,1,0,0,0,31.7195,-94.6168,1,0,0,0,0,0,0,0,0,0
700,1,1.0,1,1,1,0,0,0,41.2323,-96.0583,1,0,0,0,0,0,0,0,0,0
1200,3,1.5,1,1,1,0,0,0,39.0299,-96.8396,0,0,0,0,0,0,0,0,0,1
1300,3,2.0,1,1,1,0,0,0,31.5662,-84.2057,1,0,0,0,0,0,0,0,0,0
960,2,2.0,1,1,1,0,0,0,32.4316,-80.6698,1,0,0,0,0,0,0,0,0,0
865,1,1.0,0,0,1,0,0,0,36.1448,-95.8866,1,0,0,0,0,0,0,0,0,0
1225,2,2.0,1,1,1,0,0,0,42.5568,-83.106,1,0,0,0,0,0,0,0,0,0
1200,3,2.0,1,1,0,0,0,0,32.2336,-95.2642,1,0,0,0,0,0,0,0,0,0
1552,3,2.0,1,1,1,1,0,0,35.4032,-119.075,1,0,0,0,0,0,0,0,0,0
811,1,1.0,1,1,0,1,0,1,37.3178,-76.7634,1,0,0,0,0,0,0,0,0,0
800,2,1.0,1,1,1,0,0,0,35.1257,-77.0939,1,0,0,0,0,0,0,0,0,0
1040,2,1.0,0,0,1,0,0,0,36.5484,-82.5618,0,0,0,0,0,1,0,0,0,0
1400,2,2.0,0,0,1,0,0,0,39.7378,-75.5497,1,0,0,0,0,0,0,0,0,0
1552,3,2.0,1,1,1,0,0,0,35.4032,-119.075,1,0,0,0,0,0,0,0,0,0
1383,2,2.0,1,1,1,0,0,0,27.6909,-97.3301,1,0,0,0,0,0,0,0,0,0
617,1,0.0,1,1,1,0,0,0,31.8816,-102.013,1,0,0,0,0,0,0,0,0,0
950,3,1.5,1,1,1,0,0,0,39.1937,-96.5747,1,0,0,0,0,0,0,0,0,0
2031,4,3.0,1,1,1,0,0,0,39.8915,-105.132,0,0,0,0,0,1,0,0,0,0
644,1,1.0,1,1,1,0,0,0,36.092,-80.3224,1,0,0,0,0,0,0,0,0,0
525,1,1.0,1,1,1,0,0,0,31.1223,-97.7185,1,0,0,0,0,0,0,0,0,0
1000,2,1.0,0,0,0,0,0,0,42.9739,-85.6472,1,0,0,0,0,0,0,0,0,0
810,2,1.0,1,0,1,0,0,0,42.0861,-72.5784,1,0,0,0,0,0,0,0,0,0
676,1,1.0,0,0,1,0,0,0,39.3079,-84.4931,1,0,0,0,0,0,0,0,0,0
1166,3,2.0,1,1,0,0,0,0,40.2507,-74.0486,1,0,0,0,0,0,0,0,0,0
974,2,2.0,1,1,1,0,0,0,29.8754,-97.9404,1,0,0,0,0,0,0,0,0,0
699,1,1.0,1,1,1,0,0,0,30.4036,-97.7526,1,0,0,0,0,0,0,0,0,0
967,1,1.0,1,1,0,0,0,0,39.3741,-74.6118,1,0,0,0,0,0,0,0,0,0
1250,2,1.5,1,1,0,0,0,0,33.4717,-82.0834,1,0,0,0,0,0,0,0,0,0
1200,4,1.0,0,0,1,0,0,0,41.5295,-72.0596,0,0,0,1,0,0,0,0,0,0
1055,2,2.0,0,0,1,0,0,0,39.087,-77.168,1,0,0,0,0,0,0,0,0,0
1000,1,1.0,1,0,1,0,0,0,41.9782,-87.6657,1,0,0,0,0,0,0,0,0,0
932,2,1.0,1,1,1,0,0,0,41.7766,-71.4383,1,0,0,0,0,0,0,0,0,0
680,1,1.0,1,1,1,0,0,0,35.5946,-97.5904,1,0,0,0,0,0,0,0,0,0
693,1,1.0,1,1,0,0,0,0,32.4137,-88.673,1,0,0,0,0,0,0,0,0,0
1175,2,1.0,1,1,1,0,0,0,32.898,-83.6954,1,0,0,0,0,0,0,0,0,0
1246,3,2.0,1,0,1,0,0,0,38.9719,-76.9554,1,0,0,0,0,0,0,0,0,0
640,1,1.0,1,1,1,0,0,0,35.0742,-78.965,1,0,0,0,0,0,0,0,0,0
725,1,1.0,1,1,1,0,0,0,34.7674,-92.3958,1,0,0,0,0,0,0,0,0,0
900,2,2.0,1,1,0,0,0,0,26.22,-98.2116,1,0,0,0,0,0,0,0,0,0
1439,3,2.5,1,1,0,0,0,0,40.2972,-111.721,1,0,0,0,0,0,0,0,0,0
1150,2,1.5,1,1,1,0,0,0,34.0726,-81.1796,1,0,0,0,0,0,0,0,0,0
1488,3,2.5,0,0,1,0,0,0,39.0119,-95.7151,1,0,0,0,0,0,0,0,0,0
1600,3,2.0,1,1,0,0,0,0,48.293,-122.662,0,0,0,0,0,1,0,0,0,0
380,0,1.0,0,1,1,0,0,0,40.8188,-73.956,1,0,0,0,0,0,0,0,0,0
1010,2,2.0,0,0,1,0,0,0,40.6149,-111.917,1,0,0,0,0,0,0,0,0,0
450,1,1.0,0,0,0,0,0,0,46.5978,-120.527,1,0,0,0,0,0,0,0,0,0
600,2,1.0,0,0,1,0,0,0,32.1997,-110.826,1,0,0,0,0,0,0,0,0,0
946,2,1.0,1,0,0,0,0,0,46.8564,-96.8123,1,0,0,0,0,0,0,0,0,0
703,1,1.0,1,1,1,0,0,0,39.3331,-76.7849,1,0,0,0,0,0,0,0,0,0
500,1,1.0,1,1,0,0,0,0,39.2081,-76.065,1,0,0,0,0,0,0,0,0,0
960,2,2.0,1,1,1,0,0,0,47.704,-116.811,1,0,0,0,0,0,0,0,0,0
935,3,2.0,0,1,1,0,0,0,34.7698,-84.9702,0,0,0,0,0,1,0,0,0,0
1225,2,1.5,1,1,1,0,0,0,35.1244,-85.3138,1,0,0,0,0,0,0,0,0,0
1263,2,2.0,1,1,1,0,0,0,39.3335,-84.3299,1,0,0,0,0,0,0,0,0,0
750,1,1.0,1,0,1,0,0,0,44.9433,-93.3478,1,0,0,0,0,0,0,0,0,0
650,1,1.0,1,1,0,0,0,0,33.9519,-98.5145,1,0,0,0,0,0,0,0,0,0
885,3,1.0,1,1,1,0,0,0,39.0645,-95.6413,0,0,0,0,0,1,0,0,0,0
593,1,1.0,1,1,1,0,0,0,35.0869,-80.8167,1,0,0,0,0,0,0,0,0,0
848,1,1.0,1,1,1,0,0,0,30.3659,-86.2458,1,0,0,0,0,0,0,0,0,0
1000,3,1.0,0,0,1,0,0,0,39.8544,-88.976,0,0,0,0,0,1,0,0,0,0
552,1,1.0,1,1,1,0,0,0,33.4717,-82.0834,1,0,0,0,0,0,0,0,0,0
400,0,1.0,0,0,1,0,0,0,33.9626,-81.0671,1,0,0,0,0,0,0,0,0,0
1069,2,2.0,1,1,1,0,0,0,39.042,-77.6054,1,0,0,0,0,0,0,0,0,0
740,1,1.0,1,1,1,0,0,0,29.5613,-97.9628,1,0,0,0,0,0,0,0,0,0
880,2,2.0,1,1,0,0,0,0,35.2037,-97.4737,1,0,0,0,0,0,0,0,0,0
1250,2,1.0,1,0,0,0,0,0,41.3159,-72.9489,1,0,0,0,0,0,0,0,0,0
1456,3,2.0,1,1,1,0,0,0,32.212,-89.8886,1,0,0,0,0,0,0,0,0,0
1300,3,1.5,0,0,1,0,0,0,42.2541,-71.7746,1,0,0,0,0,0,0,0,0,0
650,1,1.0,1,1,1,0,0,0,35.2703,-101.943,1,0,0,0,0,0,0,0,0,0
1335,2,2.0,1,1,0,1,1,0,41.2609,-95.9319,1,0,0,0,0,0,0,0,0,0
1284,1,1.0,1,1,0,1,1,0,34.1825,-119.228,1,0,0,0,0,0,0,0,0,0
1588,3,2.0,0,0,1,0,0,0,32.5369,-84.9274,1,0,0,0,0,0,0,0,0,0
1047,2,2.0,1,1,1,0,0,0,34.1609,-118.838,1,0,0,0,0,0,0,0,0,0
830,2,1.0,1,1,1,0,0,0,43.0286,-85.6922,1,0,0,0,0,0,0,0,0,0
694,1,1.0,1,1,1,0,0,0,41.1379,-81.5409,1,0,0,0,0,0,0,0,0,0
798,1,1.0,1,1,0,0,0,0,40.7314,-96.5878,1,0,0,0,0,0,0,0,0,0
725,1,1.0,1,1,1,0,0,0,36.0948,-95.9655,1,0,0,0,0,0,0,0,0,0
635,1,1.0,1,1,0,0,0,0,39.3329,-84.5321,1,0,0,0,0,0,0,0,0,0
836,2,1.0,1,1,1,0,0,0,37.9901,-121.347,1,0,0,0,0,0,0,0,0,0
810,2,1.0,0,0,1,0,0,0,40.1223,-75.1332,1,0,0,0,0,0,0,0,0,0
1250,2,1.5,1,1,1,0,0,0,30.1863,-81.7339,1,0,0,0,0,0,0,0,0,0
852,2,1.0,0,0,0,0,0,0,42.1067,-80.0873,1,0,0,0,0,0,0,0,0,0
2450,2,2.0,0,0,1,0,0,0,40.7759,-74.0196,1,0,0,0,0,0,0,0,0,0
461,1,1.0,1,1,1,0,0,0,38.2608,-76.4725,1,0,0,0,0,0,0,0,0,0
957,2,1.5,1,1,1,0,0,0,37.6282,-77.5553,1,0,0,0,0,0,0,0,0,0
1112,2,2.0,1,1,1,0,0,0,35.2836,-80.7638,1,0,0,0,0,0,0,0,0,0
1089,2,2.0,1,1,0,0,0,0,41.1156,-95.9393,1,0,0,0,0,0,0,0,0,0
1400,2,2.0,0,0,1,0,0,0,41.9909,-87.6629,1,0,0,0,0,0,0,0,0,0
800,2,1.5,1,0,1,0,0,0,42.8163,-73.7849,1,0,0,0,0,0,0,0,0,0
547,0,1.0,1,1,1,0,0,0,35.0463,-85.3161,1,0,0,0,0,0,0,0,0,0
607,1,1.0,1,1,1,0,0,0,41.2239,-83.8964,1,0,0,0,0,0,0,0,0,0
750,2,1.0,1,1,1,0,0,0,33.0686,-83.2636,1,0,0,0,0,0,0,0,0,0
718,1,1.0,1,1,1,0,0,0,35.8462,-78.6718,1,0,0,0,0,0,0,0,0,0
972,2,1.5,1,1,1,0,0,0,42.0312,-91.6322,1,0,0,0,0,0,0,0,0,0
1065,2,1.0,1,1,1,0,0,0,28.0118,-82.3896,1,0,0,0,0,0,0,0,0,0
1000,2,2.0,1,1,0,0,0,0,41.7194,-93.6266,1,0,0,0,0,0,0,0,0,0
1088,3,2.0,1,1,1,0,0,0,41.2983,-80.9485,0,0,0,0,0,0,0,0,1,0
936,2,1.0,1,0,0,0,0,0,41.9981,-74.106,0,0,0,0,0,1,0,0,0,0
850,1,1.0,1,1,1,0,0,0,34.5323,-82.6348,1,0,0,0,0,0,0,0,0,0
1100,2,2.0,0,0,0,0,0,0,45.4902,-122.63,0,0,0,1,0,0,0,0,0,0
2500,4,2.0,0,0,1,0,0,0,43.6695,-92.9784,0,0,0,0,0,1,0,0,0,0
1107,4,2.0,1,1,0,0,0,1,30.5922,-96.3276,1,0,0,0,0,0,0,0,0,0
684,1,1.0,1,1,1,0,0,0,33.1615,-117.242,1,0,0,0,0,0,0,0,0,0
800,2,1.0,1,1,1,0,0,0,35.9162,-79.0999,1,0,0,0,0,0,0,0,0,0
1333,3,0.0,0,0,1,0,0,0,35.5393,-82.518,1,0,0,0,0,0,0,0,0,0
623,1,1.0,1,1,1,1,0,0,40.3489,-80.0503,1,0,0,0,0,0,0,0,0,0
744,1,1.0,0,0,1,0,0,0,41.6737,-71.5988,1,0,0,0,0,0,0,0,0,0
1024,2,1.5,1,1,1,0,0,0,43.5727,-71.4781,0,0,0,0,0,0,0,0,0,1
650,1,1.0,1,1,1,0,0,0,35.0442,-78.9723,1,0,0,0,0,0,0,0,0,0
926,2,2.0,0,0,1,0,0,0,36.3107,-82.381,1,0,0,0,0,0,0,0,0,0
656,2,1.0,1,1,1,0,0,0,38.2608,-76.4725,1,0,0,0,0,0,0,0,0,0
1208,2,2.0,0,0,1,0,0,0,34.8366,-82.3204,1,0,0,0,0,0,0,0,0,0
952,2,1.5,1,1,0,0,0,0,43.0934,-89.3636,1,0,0,0,0,0,0,0,0,0
1130,3,2.0,0,0,1,0,0,0,45.5204,-122.953,1,0,0,0,0,0,0,0,0,0
1100,2,2.0,1,1,1,1,0,0,27.4493,-80.3592,1,0,0,0,0,0,0,0,0,0
554,1,1.0,1,1,1,0,0,0,38.8059,-76.9781,1,0,0,0,0,0,0,0,0,0
1610,2,3.5,1,1,0,0,0,0,38.0384,-78.4463,1,0,0,0,0,0,0,0,0,0
472,0,1.0,1,0,0,1,0,0,44.9961,-122.912,1,0,0,0,0,0,0,0,0,0
540,1,1.0,1,1,1,0,0,1,34.4958,-112.378,1,0,0,0,0,0,0,0,0,0
970,2,1.0,1,1,1,0,0,0,42.7053,-84.4187,1,0,0,0,0,0,0,0,0,0
700,1,1.0,1,1,0,0,0,0,39.4777,-80.1488,1,0,0,0,0,0,0,0,0,0
748,1,1.0,1,1,1,0,0,0,32.3112,-110.918,1,0,0,0,0,0,0,0,0,0
800,2,1.0,0,0,0,1,0,0,43.0564,-87.9061,1,0,0,0,0,0,0,0,0,0
640,2,1.0,0,0,1,0,0,0,33.1969,-87.5627,1,0,0,0,0,0,0,0,0,0
1050,2,2.0,1,1,0,0,0,0,37.929,-87.6604,1,0,0,0,0,0,0,0,0,0
1223,3,2.0,1,1,1,0,0,0,29.6361,-82.3293,1,0,0,0,0,0,0,0,0,0
1437,2,2.5,1,1,1,0,0,0,36.3054,-86.6072,1,0,0,0,0,0,0,0,0,0
740,1,1.0,1,1,1,0,0,0,35.5085,-97.6101,1,0,0,0,0,0,0,0,0,0
975,2,1.5,1,1,0,0,0,0,34.2628,-119.257,1,0,0,0,0,0,0,0,0,0
1524,3,2.0,1,0,0,1,0,0,29.6132,-82.3873,1,0,0,0,0,0,0,0,0,0
364,0,1.0,1,1,0,1,0,1,35.1653,-101.884,1,0,0,0,0,0,0,0,0,0
926,1,1.0,0,0,1,0,0,0,35.1268,-80.8752,1,0,0,0,0,0,0,0,0,0
1746,3,2.0,1,1,1,0,0,0,46.8907,-96.9258,1,0,0,0,0,0,0,0,0,0
647,1,1.0,1,1,0,1,0,1,32.7976,-79.9493,1,0,0,0,0,0,0,0,0,0
950,3,2.0,1,1,0,1,1,1,40.8444,-89.6397,0,0,0,0,0,0,0,0,0,1
960,2,2.0,1,1,1,1,0,0,35.0248,-90.0093,1,0,0,0,0,0,0,0,0,0
985,1,1.0,1,1,0,0,0,0,40.8192,-96.7509,1,0,0,0,0,0,0,0,0,0
1314,3,2.5,1,1,0,0,0,0,47.7248,-116.789,1,0,0,0,0,0,0,0,0,0
850,1,1.5,0,0,1,0,0,0,37.7841,-84.3219,0,0,0,0,0,0,0,0,0,1
1422,3,2.0,1,1,0,0,0,0,39.4022,-119.755,1,0,0,0,0,0,0,0,0,0
450,0,1.0,0,0,1,0,0,0,37.7048,-97.3638,1,0,0,0,0,0,0,0,0,0
1400,3,2.0,0,1,0,1,0,0,26.5895,-81.7294,0,0,0,1,0,0,0,0,0,0
1000,2,2.0,0,1,0,0,0,1,32.2077,-80.7476,0,1,0,0,0,0,0,0,0,0
960,2,1.0,0,0,1,0,0,0,42.5876,-72.6114,1,0,0,0,0,0,0,0,0,0
1064,3,2.0,1,1,0,0,0,0,31.8579,-102.352,1,0,0,0,0,0,0,0,0,0
1308,2,2.0,1,1,1,0,0,0,33.5487,-101.931,1,0,0,0,0,0,0,0,0,0
1041,2,2.0,1,1,1,0,0,0,40.685,-80.1071,1,0,0,0,0,0,0,0,0,0
1000,2,2.0,1,1,1,0,0,0,36.0467,-95.8841,1,0,0,0,0,0,0,0,0,0
991,2,2.0,0,0,1,0,0,0,33.7448,-116.349,0,1,0,0,0,0,0,0,0,0
923,2,1.0,0,0,1,0,0,0,33.8607,-84.286,1,0,0,0,0,0,0,0,0,0
1235,3,2.0,1,1,1,0,0,0,33.4761,-82.0727,1,0,0,0,0,0,0,0,0,0
900,2,2.0,1,1,1,0,0,0,35.9211,-84.0312,1,0,0,0,0,0,0,0,0,0
750,1,1.0,1,1,1,0,0,0,39.5218,-119.828,1,0,0,0,0,0,0,0,0,0
869,1,1.0,1,1,1,0,0,0,40.4914,-89.0333,1,0,0,0,0,0,0,0,0,0
1908,3,2.0,1,1,1,0,0,0,33.4226,-86.7065,1,0,0,0,0,0,0,0,0,0
1135,4,4.0,1,1,1,0,0,1,29.8754,-97.9404,1,0,0,0,0,0,0,0,0,0
2000,4,2.0,0,0,1,0,0,0,25.9286,-80.183,0,0,0,0,0,1,0,0,0,0
1620,3,2.0,1,1,1,0,0,0,40.4109,-104.754,0,0,0,0,0,1,0,0,0,0
750,1,1.0,0,0,0,0,0,1,44.512,-73.2492,1,0,0,0,0,0,0,0,0,0
600,1,1.0,0,0,1,0,0,0,35.7113,-78.6343,1,0,0,0,0,0,0,0,0,0
594,2,1.0,0,0,1,0,0,0,42.5218,-96.3932,1,0,0,0,0,0,0,0,0,0
717,1,1.0,1,1,1,0,0,0,34.2237,-77.8862,1,0,0,0,0,0,0,0,0,0
1041,2,2.0,0,0,1,0,0,0,29.7565,-98.1983,1,0,0,0,0,0,0,0,0,0
1064,2,2.0,1,1,0,0,0,0,43.5179,-96.7924,1,0,0,0,0,0,0,0,0,0
502,1,1.0,0,0,1,0,0,0,34.7583,-77.4126,1,0,0,0,0,0,0,0,0,0
1000,3,2.0,0,0,1,0,0,0,42.3113,-85.1874,1,0,0,0,0,0,0,0,0,0
760,1,1.0,1,1,0,1,0,0,36.0532,-94.1804,1,0,0,0,0,0,0,0,0,0
1065,2,2.0,1,1,1,0,0,0,28.0939,-80.6839,1,0,0,0,0,0,0,0,0,0
700,1,1.0,0,0,1,0,0,0,33.3853,-111.788,1,0,0,0,0,0,0,0,0,0
1034,2,2.0,1,1,0,1,0,0,30.14,-94.1604,1,0,0,0,0,0,0,0,0,0
826,1,1.0,1,1,1,0,0,0,36.0245,-79.8223,1,0,0,0,0,0,0,0,0,0
